id,dismissalKind,playerDismissed,fielder
138741,caught,DA Warner,PA Patel
138760,caught,DJ Hooda,KA Pollard
138770,bowled,S Dhawan,
138775,bowled,Yuvraj Singh,
138790,bowled,BCJ Cutting,
138794,bowled,N Rana,
138824,caught,PA Patel,B Kumar
138835,lbw,RG Sharma,
138849,caught,KA Pollard,S Dhawan
138880,caught,KH Pandya,BCJ Cutting
138897,caught,MM Sharma,SA Yadav
138899,caught,VR Aaron,G Gambhir
138914,caught,AR Patel,SP Narine
138964,caught,SP Narine,AR Patel
138990,bowled,RV Uthappa,
139033,caught,DA Miller,MK Pandey
139034,caught,WP Saha,CR Woakes
139036,bowled,M Vohra,
139052,bowled,MP Stoinis,
139076,caught,HM Amla,G Gambhir
139079,caught,GJ Maxwell,RV Uthappa
139168,caught,JC Buttler,CH Gayle
139171,caught,PA Patel,CH Gayle
139172,caught,MJ McClenaghan,Mandeep Singh
139173,bowled,RG Sharma,
139211,caught,CH Gayle,PA Patel
139248,caught,V Kohli,JC Buttler
139254,caught,AB de Villiers,RG Sharma
139265,run out,KM Jadhav,JJ Bumrah
139266,bowled,Mandeep Singh,
139286,caught,N Rana,S Aravind
139347,caught,KA Pollard,AB de Villiers
139391,caught,RA Tripathi,AJ Finch
139453,caught,SPD Smith,AJ Finch
139470,bowled,BA Stokes,
139483,lbw,MS Dhoni,
139514,caught,Ankit Sharma,BB McCullum
139515,caught,MK Tiwary,Ishan Kishan
139516,bowled,SN Thakur,
139520,caught,AM Rahane,SK Raina
139535,caught,DR Smith,RD Chahar
139549,stumped,BB McCullum,MS Dhoni
139595,bowled,KD Karthik,
139599,caught,S Dhawan,C de Grandhomme
139646,bowled,SP Narine,
139668,bowled,G Gambhir,
139694,caught,DA Warner,CR Woakes
139699,caught and bowled,MC Henriques,
139715,stumped,DJ Hooda,RV Uthappa
139726,caught,Yuvraj Singh,R Dhawan (sub)
139741,caught,BCJ Cutting,C de Grandhomme
139823,caught,MK Pandey,DA Warner
139832,caught,SA Yadav,NV Ojha
139837,bowled,C de Grandhomme,
139842,caught,RV Uthappa,Rashid Khan
139897,lbw,M Vohra,
139907,caught,WP Saha,Z Khan
139915,caught,HM Amla,SW Billings
139923,caught,SV Samson,EJG Morgan
139927,caught,KK Nair,WP Saha
139956,caught,SS Iyer,EJG Morgan
139962,caught,SW Billings,DA Miller
139976,caught,RR Pant,EJG Morgan
139995,caught,CH Morris,MM Sharma
140008,bowled,AR Patel,
140029,caught,EJG Morgan,KK Nair
140032,caught,GJ Maxwell,SW Billings
140051,lbw,DA Miller,
140090,bowled,KC Cariappa,
140092,bowled,MM Sharma,
140096,caught,DR Smith,N Rana
140135,caught,PA Patel,JJ Roy
140197,caught,SK Raina,RG Sharma
140212,bowled,BB McCullum,
140239,caught,Ishan Kishan,KH Pandya
140277,caught,N Rana,KD Karthik
140328,caught,JC Buttler,BB McCullum
140345,caught,KA Pollard,RA Jadeja
140356,run out,MK Tiwary,"V Kohli,KM Jadhav"
140367,caught,Mandeep Singh,MS Dhoni
140384,bowled,AF Milne,
140417,caught,V Kohli,AM Rahane
140448,stumped,AB de Villiers,MS Dhoni
140477,bowled,KM Jadhav,
140483,bowled,SR Watson,
140493,caught,P Negi,RA Tripathi
140496,bowled,STR Binny,
140498,bowled,S Badree,
140509,bowled,AM Rahane,
140513,caught,RA Tripathi,V Kohli
140562,bowled,MS Dhoni,
140563,bowled,SPD Smith,
140589,caught,SN Thakur,AB de Villiers
140590,caught,DT Christian,Mandeep Singh
140592,bowled,BA Stokes,
140619,caught,SA Yadav,Z Khan
140628,stumped,CR Woakes,RR Pant
140636,caught,C de Grandhomme,SW Billings
140643,caught,RV Uthappa,RR Pant
140648,caught,G Gambhir,AD Mathews
140667,caught,SW Billings,RV Uthappa
140677,caught,SV Samson,RV Uthappa
140710,run out,SS Iyer,"C de Grandhomme,RV Uthappa"
140720,bowled,KK Nair,
140734,bowled,AD Mathews,
140741,caught,RR Pant,G Gambhir
140751,caught,CH Morris,UT Yadav
140804,caught and bowled,YK Pathan,
140869,caught,DJ Hooda,Sandeep Sharma
140874,caught,Mohammad Nabi,DA Miller
140878,lbw,HM Amla,
140905,caught,S Dhawan,WP Saha
140930,stumped,MC Henriques,WP Saha
140931,caught,Yuvraj Singh,WP Saha
140970,stumped,NV Ojha,WP Saha
140981,caught,MM Sharma,S Dhawan
140992,bowled,KC Cariappa,
140994,lbw,M Vohra,
141004,bowled,I Sharma,
141012,bowled,EJG Morgan,
141018,caught,GJ Maxwell,DA Warner
141045,caught,AR Patel,S Dhawan
141061,bowled,DA Miller,
141063,bowled,WP Saha,
141097,caught,DR Smith,Mandeep Singh
141101,caught,V Kohli,DR Smith
141129,caught,Ishan Kishan,YS Chahal
141151,caught,SK Raina,SR Watson
141189,stumped,AJ Finch,KM Jadhav
141197,caught,KD Karthik,V Kohli
141219,caught,BB McCullum,AF Milne
141237,run out,RA Jadeja,"P Negi,KM Jadhav"
141324,lbw,CH Gayle,
141375,caught,AD Mathews,CJ Jordan (sub)
141386,caught,DA Warner,A Mishra
141474,caught,KS Williamson,SS Iyer
141486,caught,S Dhawan,AD Mathews
141487,bowled,Yuvraj Singh,
141508,caught,SW Billings,DJ Hooda
141554,run out,KK Nair,"V Shankar (sub),Yuvraj Singh"
141557,caught,RR Pant,DA Warner
141577,caught,SV Samson,MC Henriques
141600,bowled,GJ Maxwell,
141605,caught,MP Stoinis,KA Pollard
141653,caught,SE Marsh,KA Pollard
141685,bowled,WP Saha,
141708,caught,JC Buttler,GJ Maxwell
141783,caught,PA Patel,GJ Maxwell
141832,caught,RV Uthappa,BB McCullum
141839,bowled,MK Pandey,
141841,run out,SA Yadav,"BB McCullum,KD Karthik"
141864,caught,AJ Finch,MK Pandey
141881,caught,BB McCullum,MK Pandey
141887,caught,KD Karthik,G Gambhir
141913,caught,Ishan Kishan,UT Yadav
141919,bowled,DR Smith,
141950,caught,SK Raina,MK Pandey
141985,caught,SP Narine,JP Faulkner
141995,caught,G Gambhir,SK Raina
142061,bowled,PA Patel,
142076,bowled,K Rabada,
142086,run out,AP Tare,HH Pandya
142090,caught,SV Samson,RG Sharma
142103,caught,SS Iyer,PA Patel
142107,lbw,CJ Anderson,
142111,run out,JC Buttler,SV Samson
142124,caught,N Rana,CJ Anderson
142129,caught,RG Sharma,PJ Cummins
142158,caught,KH Pandya,RR Pant
142185,caught,KA Pollard,SV Samson
142197,run out,Harbhajan Singh,K Rabada
142200,run out,HH Pandya,"KK Nair,RR Pant"
142237,caught,RR Pant,Harbhajan Singh
142244,bowled,KK Nair,
142349,caught,AM Rahane,S Kaul
142378,caught,S Dhawan,RA Tripathi
142404,lbw,KS Williamson,
142430,bowled,DA Warner,
142509,caught,BA Stokes,V Shankar (sub)
142517,bowled,SPD Smith,
142531,run out,RA Tripathi,Rashid Khan
142541,lbw,BB McCullum,
142559,caught,MP Stoinis,BB McCullum
142564,caught,AR Patel,AJ Finch
142572,run out,WP Saha,Basil Thampi
142581,caught,M Vohra,KD Karthik
142606,caught,AJ Finch,MP Stoinis
142626,caught,SK Raina,GJ Maxwell
142645,caught and bowled,RA Jadeja,
142651,caught,DR Smith,MP Stoinis
142652,lbw,AD Nath,
142673,bowled,AJ Tye,
142710,caught,SE Marsh,SK Raina
142738,caught and bowled,HM Amla,
142740,lbw,GJ Maxwell,
142806,caught,NM Coulter-Nile,AB de Villiers
142807,caught,SA Yadav,TS Mills
142818,bowled,Kuldeep Yadav,
142822,caught,V Kohli,MK Pandey
142827,caught,Mandeep Singh,MK Pandey
142834,caught,AB de Villiers,RV Uthappa
142842,caught,G Gambhir,KM Jadhav
142854,caught,SP Narine,YS Chahal
142858,lbw,RV Uthappa,
142876,stumped,YK Pathan,KM Jadhav
142888,caught,MK Pandey,S Badree
142890,caught,C de Grandhomme,V Kohli
142920,caught,CR Woakes,Mandeep Singh
142927,caught,KM Jadhav,CR Woakes
142941,caught,CH Gayle,NM Coulter-Nile
142944,caught,STR Binny,RV Uthappa
142948,lbw,P Negi,
142954,lbw,S Badree,
142962,caught,YS Chahal,MK Pandey
142964,caught,TS Mills,Kuldeep Yadav
142987,caught and bowled,AM Rahane,
142995,bowled,SPD Smith,
142999,caught,RA Tripathi,KA Pollard
143024,caught,JC Buttler,Washington Sundar
143043,caught,N Rana,JD Unadkat
143053,bowled,PA Patel,
143072,bowled,KV Sharma,
143095,bowled,BA Stokes,
143103,bowled,MS Dhoni,
143117,lbw,MK Tiwary,
143179,caught,KA Pollard,SPD Smith
143199,caught,HH Pandya,BA Stokes
143208,caught and bowled,RG Sharma,
143209,run out,MJ McClenaghan,"JD Unadkat,BA Stokes"
143294,bowled,RA Tripathi,
143353,caught,RV Uthappa,RA Tripathi
143358,caught,G Gambhir,SN Thakur
143369,caught,DT Christian,MK Pandey
143386,run out,SP Narine,"SN Thakur,MS Dhoni"
143432,stumped,MS Dhoni,RV Uthappa
143435,stumped,MK Tiwary,RV Uthappa
143449,stumped,AM Rahane,RV Uthappa
143455,bowled,KM Jadhav,
143461,run out,AB de Villiers,RA Jadeja
143507,caught,V Kohli,AJ Finch
143509,caught,CH Gayle,KD Karthik
143510,caught,TM Head,SK Raina
143563,caught,AJ Finch,AB de Villiers
143568,caught,P Negi,Basil Thampi
143573,caught,S Badree,Ishan Kishan
143581,caught,Mandeep Singh,RA Jadeja
143604,caught,S Aravind,BB McCullum
143606,run out,YS Chahal,"BB McCullum,KD Karthik"
143621,lbw,Ishan Kishan,
143633,caught,BB McCullum,AB de Villiers
143663,lbw,SV Samson,
143670,lbw,SS Iyer,
143679,lbw,RR Pant,
143691,run out,CJ Anderson,"SP Jackson,G Gambhir"
143703,bowled,SP Narine,
143769,run out,RV Uthappa,KK Nair
143784,bowled,MK Pandey,
143806,lbw,KK Nair,
143815,caught,CH Morris,CR Woakes
143901,caught,AR Patel,DA Warner
143911,caught,MM Sharma,DJ Hooda
143915,caught,Anureet Singh,KS Williamson
143976,bowled,DA Warner,
144004,caught,S Dhawan,GJ Maxwell
144021,caught,Yuvraj Singh,AR Patel
144052,caught,MJ Guptill,MC Henriques
144061,caught,M Vohra,S Kaul
144068,caught,GJ Maxwell,A Nehra
144077,caught,EJG Morgan,DJ Hooda
144089,bowled,WP Saha,
144120,caught,SE Marsh,DJ Hooda
144177,caught,AM Rahane,AF Milne
144208,caught,RA Tripathi,KM Jadhav
144241,caught,SPD Smith,AF Milne
144266,bowled,S Badree,
144272,caught,V Kohli,MA Agarwal (sub)
144291,run out,KM Jadhav,"LH Ferguson,MS Dhoni"
144296,bowled,TM Head,
144312,caught,AB de Villiers,MK Tiwary
144335,caught,AF Milne,SPD Smith
144337,caught,Sachin Baby,SPD Smith
144344,caught,STR Binny,Washington Sundar
144361,caught,P Negi,DT Christian
144379,bowled,JP Faulkner,
144385,caught,IK Pathan,HH Pandya
144406,run out,AJ Tye,JJ Bumrah
144407,run out,MJ McClenaghan,IK Pathan
144410,run out,JJ Bumrah,RA Jadeja
144413,run out,KH Pandya,RA Jadeja
144437,run out,JC Buttler,JP Faulkner
144472,lbw,N Rana,
144493,caught,RG Sharma,KD Karthik
144497,caught,PA Patel,KD Karthik
144512,caught,KA Pollard,BB McCullum
144523,caught,HH Pandya,Ishan Kishan
144527,lbw,Harbhajan Singh,
144542,bowled,BB McCullum,
144556,caught,SK Raina,KA Pollard
144565,bowled,AJ Finch,
144576,caught and bowled,RA Jadeja,
144580,stumped,KD Karthik,PA Patel
144599,caught,Ishan Kishan,KA Pollard
144632,caught,K Rabada,SE Marsh
144642,caught,Mohammed Shami,Sandeep Sharma
144643,caught and bowled,S Nadeem,
144662,caught,SW Billings,WP Saha
144674,caught,SV Samson,MM Sharma
144687,caught and bowled,SS Iyer,
144694,bowled,KK Nair,
144704,lbw,RR Pant,
144710,caught and bowled,CH Morris,
144744,bowled,CJ Anderson,
144811,run out,S Dhawan,Kuldeep Yadav
144816,run out,KS Williamson,"NM Coulter-Nile,RV Uthappa"
144824,caught,SP Narine,DA Warner
144831,caught,G Gambhir,Rashid Khan
144883,caught and bowled,MK Pandey,
144892,caught,RV Uthappa,DA Warner
144914,caught,DA Warner,G Gambhir
144996,caught,YK Pathan,S Kaul
145014,caught,SP Jackson,Rashid Khan
145020,caught,C de Grandhomme,Rashid Khan
145035,caught,N Rana,TM Head
145057,caught,KA Pollard,TM Head
145060,retired hurt,KH Pandya,
145083,caught,Mandeep Singh,HH Pandya
145092,caught,V Kohli,RG Sharma
145125,caught,TM Head,HH Pandya
145136,caught,AB de Villiers,JJ Bumrah
145144,bowled,SR Watson,
145160,caught,KV Sharma,AF Milne
145183,caught,PA Patel,YS Chahal
145228,caught,JC Buttler,TM Head
145261,caught,P Negi,KA Pollard
145262,caught,KM Jadhav,KA Pollard
145263,run out,S Aravind,PA Patel
145283,caught and bowled,AJ Finch,
145284,bowled,DR Smith,
145295,caught,BB McCullum,AM Rahane
145339,caught,Ishan Kishan,Washington Sundar
145352,run out,SK Raina,"AM Rahane,MS Dhoni"
145397,caught,RA Jadeja,JD Unadkat
145411,caught,JP Faulkner,MK Tiwary
145414,caught,PJ Sangwan,RA Tripathi
145425,run out,KD Karthik,MS Dhoni
145426,bowled,Ankit Soni,
145430,lbw,AM Rahane,
145432,caught,SPD Smith,Ankit Soni
145436,lbw,MK Tiwary,
145461,run out,RA Tripathi,AJ Finch
145487,caught,MS Dhoni,BB McCullum
145517,caught,S Dhawan,SS Iyer
145537,caught,KS Williamson,CH Morris
145575,caught,SV Samson,S Dhawan
145596,caught,KK Nair,B Kumar
145622,bowled,RR Pant,
145702,bowled,DA Warner,
145730,caught,SS Iyer,Mohammed Siraj
145758,bowled,MK Tiwary,
145789,caught and bowled,BA Stokes,
145795,caught and bowled,SP Narine,
145813,hit wicket,SP Jackson,
145824,caught,G Gambhir,AM Rahane
145844,lbw,YK Pathan,
145886,caught,MS Dhoni,SP Jackson
145901,caught,RA Tripathi,R Powell (sub)
145906,caught,NM Coulter-Nile,Washington Sundar
145919,caught,AM Rahane,SP Jackson
145940,bowled,SPD Smith,
145968,caught,C de Grandhomme,Washington Sundar
145976,run out,CR Woakes,"SPD Smith,DT Christian"
145991,caught,MK Pandey,AM Rahane
145996,caught,KD Karthik,CJ Anderson
146000,run out,SK Raina,K Rabada
146033,caught,BB McCullum,RR Pant
146034,run out,DR Smith,S Nadeem
146112,caught,SV Samson,JP Faulkner
146133,caught,Ishan Kishan,SS Iyer
146141,caught,AJ Finch,RR Pant
146146,caught,JP Faulkner,CR Brathwaite (sub)
146169,caught,KK Nair,KD Karthik
146224,caught,RR Pant,KD Karthik
146245,caught,M Vohra,AB de Villiers
146260,caught,GJ Maxwell,S Badree
146264,caught,CH Gayle,MJ Guptill
146277,bowled,V Kohli,
146289,caught,AB de Villiers,WP Saha
146307,caught,KM Jadhav,AR Patel
146325,caught,SR Watson,WP Saha
146328,bowled,Mandeep Singh,
146345,lbw,S Aravind,
146364,bowled,WP Saha,
146369,caught,MM Sharma,KM Jadhav
146387,caught,HM Amla,KM Jadhav
146403,caught,MJ Guptill,P Negi
146424,caught,SE Marsh,Mandeep Singh
146449,caught,P Negi,WP Saha
146450,bowled,S Badree,
146460,caught,A Choudhary,MJ Guptill
146470,bowled,MC Henriques,
146496,caught,DA Warner,SN Thakur
146501,caught,B Kumar,MK Tiwary
146511,run out,RA Tripathi,Bipul Sharma
146541,caught,AM Rahane,Yuvraj Singh
146589,bowled,BA Stokes,
146596,caught,SPD Smith,Bipul Sharma
146598,caught,DT Christian,Rashid Khan
146606,caught,Yuvraj Singh,RA Tripathi
146611,caught,NV Ojha,BA Stokes
146620,caught,Bipul Sharma,BA Stokes
146621,caught and bowled,Rashid Khan,
146649,bowled,S Dhawan,
146651,caught,KS Williamson,MS Dhoni
146699,run out,MK Tiwary,"DA Warner,B Kumar"
146702,caught,MS Dhoni,NV Ojha
146703,caught,SN Thakur,DA Warner
146719,caught,RG Sharma,A Mishra
146741,caught,LMP Simmons,MN Samuels
146799,stumped,PA Patel,RR Pant
146817,caught,Mohammed Shami,KA Pollard
146836,caught,Z Khan,N Rana
146845,caught,SS Iyer,Harbhajan Singh
146875,caught,SV Samson,LMP Simmons
146880,caught,MN Samuels,RG Sharma
146884,caught,PJ Cummins,PA Patel
146894,caught,RR Pant,LMP Simmons
146902,caught,KK Nair,RG Sharma
146909,caught,CJ Anderson,KV Sharma
146919,caught,K Rabada,RG Sharma
146945,caught,KM Jadhav,UT Yadav
146954,caught,P Negi,CA Lynn
146958,caught,CH Gayle,G Gambhir
146996,caught,SP Narine,KM Jadhav
147004,bowled,CA Lynn,
147039,stumped,C de Grandhomme,KM Jadhav
147044,caught,G Gambhir,P Negi
147055,lbw,V Kohli,
147066,bowled,AB de Villiers,
147136,caught,Mandeep Singh,UT Yadav
147141,caught,MJ Guptill,Basil Thampi
147270,caught,SE Marsh,AJ Finch
147295,lbw,HM Amla,
147313,caught,Ishan Kishan,DA Miller (sub)
147325,caught,DR Smith,MJ Guptill
147360,caught,SK Raina,Gurkeerat Singh
147363,caught,AJ Finch,WP Saha
147398,bowled,LMP Simmons,
147414,caught,N Rana,B Kumar
147419,caught,KV Sharma,NV Ojha
147427,lbw,DA Warner,
147454,caught,PA Patel,DA Warner
147504,caught,HH Pandya,MC Henriques
147529,bowled,RG Sharma,
147535,caught,KA Pollard,V Shankar
147593,caught,Yuvraj Singh,HH Pandya
147617,caught,MC Henriques,RG Sharma
147641,bowled,SP Narine,
147687,caught,M Vohra,RV Uthappa
147693,lbw,MJ Guptill,
147718,caught,G Gambhir,SE Marsh
147720,caught,RV Uthappa,AR Patel
147765,caught,MK Pandey,AR Patel
147766,run out,CA Lynn,"AR Patel,WP Saha"
147771,caught,YK Pathan,GJ Maxwell
147791,bowled,SE Marsh,
147835,caught,GJ Maxwell,CR Woakes
147850,stumped,WP Saha,RV Uthappa
147853,bowled,Swapnil Singh,
147883,run out,DR Smith,"A Mishra,Mohammed Shami"
147916,bowled,SV Samson,
147918,run out,RR Pant,SK Raina
147941,bowled,SK Raina,
147945,caught,Ishan Kishan,Z Khan
148005,caught,KD Karthik,CJ Anderson
148019,bowled,AJ Finch,
148033,caught,KK Nair,DR Smith
148048,run out,MN Samuels,RA Jadeja
148058,run out,CJ Anderson,RA Jadeja
148072,caught and bowled,CR Brathwaite,
148099,caught,PJ Cummins,DR Smith
148112,bowled,SS Iyer,
148182,caught,MJ Guptill,HH Pandya
148216,bowled,GJ Maxwell,
148245,caught,SE Marsh,PA Patel
148290,caught,PA Patel,M Vohra
148295,caught,LMP Simmons,MJ Guptill
148338,caught,HH Pandya,WP Saha
148349,caught,RG Sharma,MJ Guptill
148355,caught,N Rana,MJ Guptill
148362,bowled,KV Sharma,
148376,bowled,AM Rahane,
148396,caught,KK Nair,JD Unadkat
148402,caught,Mohammed Shami,BA Stokes
148407,bowled,MK Tiwary,
148408,run out,SV Samson,BA Stokes
148415,caught,SS Iyer,MS Dhoni
148429,caught,RA Tripathi,RR Pant
148461,lbw,SPD Smith,
148501,caught,BA Stokes,CJ Anderson
148512,run out,MS Dhoni,Mohammed Shami
148517,lbw,DT Christian,
148536,caught,RR Pant,DT Christian
148577,stumped,CJ Anderson,MS Dhoni
148608,caught,MN Samuels,MS Dhoni
148610,bowled,PJ Cummins,
148645,bowled,Ankit Soni,
148647,bowled,P Kumar,
148648,bowled,MM Patel,
148662,caught,S Dhawan,JP Faulkner
148667,caught,MC Henriques,KD Karthik
148717,lbw,DR Smith,
148728,caught,Ishan Kishan,NV Ojha
148730,caught,SK Raina,S Dhawan
148731,caught,KD Karthik,DJ Hooda
148735,bowled,AJ Finch,
148753,bowled,JP Faulkner,
148754,bowled,PJ Sangwan,
148854,caught,LMP Simmons,SP Narine
148879,caught,KA Pollard,YK Pathan
148886,caught,SP Narine,HH Pandya
148932,lbw,RG Sharma,
148978,run out,SS Tiwary,UT Yadav
148995,stumped,AT Rayudu,RV Uthappa
148999,caught,Kuldeep Yadav,AT Rayudu
149022,caught,YK Pathan,HH Pandya
149033,caught,G Gambhir,KV Sharma
149042,caught,RV Uthappa,RG Sharma
149044,caught,CA Lynn,J Suchith (sub)
149053,bowled,C de Grandhomme,
149072,caught,MK Pandey,J Suchith (sub)
149098,bowled,RA Tripathi,
149130,caught,MJ Guptill,MK Tiwary
149150,caught,SE Marsh,SPD Smith
149188,caught,WP Saha,MS Dhoni
149201,caught,AR Patel,MS Dhoni
149214,caught,Swapnil Singh,MS Dhoni
149223,caught,I Sharma,SPD Smith
149227,caught,MM Sharma,DT Christian
149243,caught,R Tewatia,JD Unadkat
149247,caught,GJ Maxwell,AM Rahane
149260,run out,EJG Morgan,JD Unadkat
149278,run out,TM Head,"SS Iyer,Z Khan"
149298,caught,CH Gayle,Z Khan
149329,bowled,Vishnu Vinod,
149378,caught,SS Iyer,SR Watson
149379,bowled,MN Samuels,
149401,caught,V Kohli,S Nadeem
149409,run out,KM Jadhav,PJ Cummins
149418,caught,Sachin Baby,CJ Anderson
149429,caught,SV Samson,V Kohli
149460,caught,KK Nair,KM Jadhav
149485,caught,PJ Cummins,V Kohli
149489,bowled,RR Pant,
149497,bowled,A Mishra,
149505,stumped,Mohammed Shami,Vishnu Vinod
149509,caught,S Nadeem,KM Jadhav
149513,stumped,CJ Anderson,Vishnu Vinod
149542,lbw,AM Rahane,
149550,run out,MK Tiwary,JJ Bumrah
149579,run out,LMP Simmons,SN Thakur
149583,lbw,RG Sharma,
149586,caught,AT Rayudu,SPD Smith
149600,caught,KA Pollard,SPD Smith
149619,caught,HH Pandya,DT Christian
149677,bowled,RA Tripathi,
149682,caught,SPD Smith,HH Pandya
149729,caught,PA Patel,DT Christian
149742,caught,KV Sharma,MS Dhoni
149757,caught,MJ McClenaghan,JD Unadkat
149761,caught,KH Pandya,DT Christian
149791,caught,KS Williamson,SA Yadav
149793,bowled,DA Warner,
149826,caught,S Dhawan,RV Uthappa
149853,caught,Yuvraj Singh,PP Chawla
149870,caught,V Shankar,SA Yadav
149872,caught and bowled,CJ Jordan,
149882,caught,NV Ojha,CA Lynn
149890,caught,RV Uthappa,S Dhawan
149918,run out,YK Pathan,B Kumar
149921,caught,CA Lynn,NV Ojha
149924,lbw,C de Grandhomme,
149944,stumped,SP Narine,PA Patel
149948,lbw,RV Uthappa,
149957,caught,G Gambhir,HH Pandya
149960,lbw,LMP Simmons,
149969,caught,PA Patel,RV Uthappa
149986,bowled,AT Rayudu,
150047,caught,IR Jaggi,MG Johnson
150056,caught,PP Chawla,AT Rayudu
150060,caught,NM Coulter-Nile,HH Pandya
150062,caught,SA Yadav,SL Malinga
150072,bowled,AS Rajpoot,
150087,caught,CA Lynn,KA Pollard
150108,caught,RG Sharma,AS Rajpoot
150159,caught,AM Rahane,KA Pollard
150165,caught,MK Tiwary,KA Pollard
150166,caught,SPD Smith,AT Rayudu
150169,run out,Washington Sundar,"J Suchith (sub),PA Patel"
150177,caught,PA Patel,SN Thakur
150180,caught and bowled,LMP Simmons,
150209,run out,AT Rayudu,SPD Smith
150228,caught,RG Sharma,SN Thakur
150233,caught,KA Pollard,MK Tiwary
150268,caught,MS Dhoni,PA Patel
150303,lbw,RA Tripathi,
150368,lbw,HH Pandya,
150373,run out,KV Sharma,"DT Christian,SN Thakur"
150376,caught,KH Pandya,AM Rahane
150406,caught,SA Yadav,Harbhajan Singh
150424,lbw,E Lewis,
150435,caught,RG Sharma,AT Rayudu
150465,lbw,MS Dhoni,
150487,caught,RA Jadeja,SA Yadav
150501,caught,Ishan Kishan,MA Wood
150556,caught,SR Watson,E Lewis
150570,caught,SK Raina,KH Pandya
150573,lbw,AT Rayudu,
150586,caught,Harbhajan Singh,JJ Bumrah
150598,caught,MA Wood,Mustafizur Rahman
150614,stumped,DL Chahar,Ishan Kishan
150619,caught,DJ Bravo,RG Sharma
150652,caught,V Shankar,AR Patel
150658,caught,SS Iyer,KL Rahul
150659,bowled,DT Christian,
150679,caught,MA Agarwal,Mohammed Shami
150688,caught,KL Rahul,Mohammed Shami
150715,caught,Yuvraj Singh,V Shankar
150739,caught,RR Pant,AJ Tye
150749,run out,G Gambhir,
150752,lbw,R Tewatia,
150794,lbw,C Munro,
150837,caught,KK Nair,TA Boult
150866,caught,RV Uthappa,BB McCullum
150907,caught,Q de Kock,R Vinay Kumar
150948,bowled,BB McCullum,
150989,lbw,N Rana,
150997,caught,RK Singh,Q de Kock
151011,caught,AD Russell,AB de Villiers
151029,caught,CA Lynn,AB de Villiers
151051,bowled,SP Narine,
151065,caught,AB de Villiers,MG Johnson
151066,bowled,V Kohli,
151088,caught,SN Khan,RK Singh
151104,caught,Mandeep Singh,Kuldeep Yadav
151105,caught,CR Woakes,AD Russell
151116,caught,BA Stokes,KS Williamson
151147,run out,DJM Short,
151184,caught,AM Rahane,Rashid Khan
151224,caught,RA Tripathi,MK Pandey
151227,caught,SV Samson,Rashid Khan
151232,caught,K Gowtham,WP Saha
151249,bowled,JC Buttler,
151260,caught,S Gopal,YK Pathan
151262,run out,JD Unadkat,
151276,caught,WP Saha,B Laughlin
151346,caught,RK Singh,DJ Bravo
151402,caught,SR Watson,RK Singh
151418,caught,AT Rayudu,Shivam Mavi (sub)
151436,caught,SK Raina,R Vinay Kumar
151474,lbw,KD Karthik,
151497,caught,SP Narine,SK Raina
151520,bowled,CA Lynn,
151537,caught,N Rana,MS Dhoni
151539,run out,RV Uthappa,
151550,caught,MS Dhoni,KD Karthik
151563,caught,SW Billings,RV Uthappa
151586,caught,AM Rahane,CH Morris
151597,bowled,SV Samson,
151620,run out,DJM Short,
151637,caught,BA Stokes,RR Pant
151679,bowled,JC Buttler,
151682,run out,C Munro,
151704,caught,GJ Maxwell,JC Buttler
151712,caught,RR Pant,K Gowtham
151716,caught,V Shankar,BA Stokes
151730,caught,KH Pandya,KS Williamson
151752,bowled,E Lewis,
151800,lbw,WP Saha,
151807,caught,KS Williamson,Ishan Kishan
151812,caught,S Dhawan,JJ Bumrah
151821,caught,MK Pandey,RG Sharma
151847,caught,KA Pollard,S Dhawan
151863,bowled,BCJ Cutting,
151871,caught,SA Yadav,DJ Hooda
151872,lbw,PJ Sangwan,
151891,caught,RG Sharma,Shakib Al Hasan
151912,caught,Ishan Kishan,YK Pathan
151920,bowled,Shakib Al Hasan,
151948,caught,YK Pathan,KA Pollard
151954,caught and bowled,S Kaul,
151956,caught,Sandeep Sharma,KH Pandya
151968,caught,Rashid Khan,Ishan Kishan
151987,bowled,Q de Kock,
151988,caught,SN Khan,KK Nair
152022,caught,MA Agarwal,Q de Kock
152023,lbw,AJ Finch,
152027,bowled,Yuvraj Singh,
152110,caught,AB de Villiers,KK Nair
152113,run out,Mandeep Singh,
152122,caught,Mujeeb Ur Rahman,SN Khan
152124,caught,BB McCullum,Mujeeb Ur Rahman
152151,bowled,V Kohli,
152163,bowled,KK Nair,
152167,stumped,MP Stoinis,Q de Kock
152175,lbw,AR Patel,
152192,caught,KL Rahul,SN Khan
152199,stumped,R Ashwin,Q de Kock
152203,caught,AJ Tye,V Kohli
152215,caught,E Lewis,JJ Roy
152236,lbw,SA Yadav,
152338,bowled,Ishan Kishan,
152339,bowled,KA Pollard,
152349,caught,RG Sharma,JJ Roy
152356,caught,KH Pandya,R Tewatia
152360,caught,HH Pandya,SS Iyer
152396,caught,G Gambhir,RG Sharma
152405,caught,GJ Maxwell,HH Pandya
152436,caught,RR Pant,KA Pollard
152463,caught,N Rana,MK Pandey
152469,caught,SP Narine,KS Williamson
152487,caught,Shivam Mavi,B Kumar
152509,caught,WP Saha,KD Karthik
152522,bowled,S Dhawan,
152543,lbw,MK Pandey,
152560,caught and bowled,CA Lynn,
152566,caught,AD Russell,MK Pandey
