id,batsman,bowler,runs
148564,KK Nair,A Zampa,4
148595,MN Samuels,SN Thakur,6
148596,MN Samuels,SN Thakur,6
148605,MN Samuels,DT Christian,4
148609,PJ Cummins,BA Stokes,6
148613,KK Nair,JD Unadkat,4
148615,A Mishra,JD Unadkat,6
148619,DR Smith,B Kumar,4
148623,Ishan Kishan,S Kaul,6
148627,Ishan Kishan,B Kumar,4
148631,Ishan Kishan,Mohammed Siraj,6
148634,V Shankar,PJ Sangwan,4
148636,DA Warner,Ankit Soni,4
148637,RA Jadeja,B Kumar,4
148653,S Dhawan,P Kumar,4
148656,S Dhawan,PJ Sangwan,4
148657,S Dhawan,PJ Sangwan,4
148658,S Dhawan,PJ Sangwan,4
148666,MC Henriques,P Kumar,4
148669,Ishan Kishan,S Kaul,4
148676,Ishan Kishan,Mohammed Siraj,4
148677,Ishan Kishan,Mohammed Siraj,4
148680,DR Smith,Mohammed Siraj,4
148685,DR Smith,Mohammad Nabi,6
148686,DR Smith,Mohammad Nabi,4
148692,Ishan Kishan,S Kaul,6
148702,Ishan Kishan,Rashid Khan,6
148705,DR Smith,Rashid Khan,6
148706,DR Smith,Rashid Khan,4
148708,DR Smith,MC Henriques,4
148710,DR Smith,MC Henriques,4
148716,DR Smith,Rashid Khan,4
148719,Ishan Kishan,B Kumar,4
148743,RA Jadeja,Rashid Khan,4
148749,JP Faulkner,Mohammed Siraj,4
148758,DA Warner,P Kumar,4
148763,V Shankar,JP Faulkner,4
148766,DA Warner,JP Faulkner,4
148779,DA Warner,MM Patel,4
148784,V Shankar,MM Patel,4
148788,DA Warner,Ankit Soni,4
148799,DA Warner,Ankit Soni,4
148801,V Shankar,Ankit Soni,4
148802,V Shankar,Ankit Soni,4
148807,DA Warner,JP Faulkner,4
148816,V Shankar,PJ Sangwan,4
148818,V Shankar,PJ Sangwan,4
148821,DA Warner,RA Jadeja,4
148830,V Shankar,Ankit Soni,4
148838,DA Warner,P Kumar,4
148844,V Shankar,PJ Sangwan,4
148858,SS Tiwary,C de Grandhomme,4
148862,SS Tiwary,C de Grandhomme,4
148864,SS Tiwary,UT Yadav,4
148867,RG Sharma,SP Narine,4
148870,SS Tiwary,TA Boult,4
148875,RG Sharma,UT Yadav,4
148893,G Gambhir,MG Johnson,4
148895,G Gambhir,MG Johnson,4
148896,CA Lynn,TG Southee,6
148901,CA Lynn,TG Southee,6
148902,CA Lynn,TG Southee,4
148906,G Gambhir,KV Sharma,4
148909,G Gambhir,MG Johnson,6
148913,SS Tiwary,UT Yadav,4
148916,RG Sharma,UT Yadav,6
148919,RG Sharma,C de Grandhomme,4
148926,RG Sharma,Kuldeep Yadav,4
148944,SS Tiwary,AS Rajpoot,4
148952,AT Rayudu,SP Narine,4
148961,SS Tiwary,UT Yadav,4
148968,AT Rayudu,SP Narine,4
148971,SS Tiwary,SP Narine,4
148972,SS Tiwary,SP Narine,4
148975,AT Rayudu,UT Yadav,4
148976,AT Rayudu,UT Yadav,6
148979,AT Rayudu,SP Narine,4
148985,AT Rayudu,TA Boult,4
148986,AT Rayudu,TA Boult,6
148989,KA Pollard,TA Boult,6
148993,AT Rayudu,Kuldeep Yadav,4
148994,AT Rayudu,Kuldeep Yadav,6
148998,Kuldeep Yadav,TG Southee,4
149011,MK Pandey,KV Sharma,4
149013,YK Pathan,KV Sharma,6
149014,YK Pathan,KV Sharma,6
149029,C de Grandhomme,R Vinay Kumar,4
149030,C de Grandhomme,R Vinay Kumar,4
149035,CA Lynn,MG Johnson,4
149036,CA Lynn,MG Johnson,4
149045,YK Pathan,R Vinay Kumar,6
149065,MK Pandey,TG Southee,4
149067,Kuldeep Yadav,TG Southee,4
149074,C de Grandhomme,R Vinay Kumar,4
149078,C de Grandhomme,KH Pandya,4
149084,C de Grandhomme,HH Pandya,6
149100,AM Rahane,AR Patel,4
149105,RA Tripathi,R Tewatia,6
149121,RA Tripathi,Sandeep Sharma,4
149126,RA Tripathi,I Sharma,4
149128,RA Tripathi,I Sharma,4
149134,SE Marsh,JD Unadkat,4
149138,SE Marsh,SN Thakur,4
149144,WP Saha,JD Unadkat,6
149152,EJG Morgan,SN Thakur,4
149178,AM Rahane,GJ Maxwell,6
149182,AR Patel,A Zampa,6
149236,RA Tripathi,MM Sharma,4
149256,AR Patel,SN Thakur,4
149265,R Tewatia,BA Stokes,4
149287,CH Gayle,A Mishra,6
149289,V Kohli,A Mishra,6
149290,V Kohli,A Mishra,4
149302,CH Gayle,Z Khan,4
149304,CH Gayle,Z Khan,4
149308,CH Gayle,Mohammed Shami,6
149322,CH Gayle,Mohammed Shami,6
149331,CH Gayle,Mohammed Shami,4
149345,V Kohli,A Mishra,4
149349,V Kohli,CJ Anderson,6
149357,V Kohli,S Nadeem,4
149367,SS Iyer,YS Chahal,4
149373,RR Pant,SR Watson,4
149387,RR Pant,HV Patel,4
149389,RR Pant,HV Patel,4
149400,V Kohli,Z Khan,6
149403,KM Jadhav,Z Khan,6
149411,Sachin Baby,Mohammed Shami,4
149415,Sachin Baby,PJ Cummins,4
149424,P Negi,CJ Anderson,4
149425,P Negi,CJ Anderson,4
149426,P Negi,CJ Anderson,4
149435,KK Nair,YS Chahal,4
149445,KK Nair,Avesh Khan,4
149450,SS Iyer,YS Chahal,6
149452,KK Nair,HV Patel,4
149454,KK Nair,HV Patel,4
149455,KK Nair,HV Patel,4
149478,SS Iyer,TM Head,4
149480,RR Pant,TM Head,6
149484,PJ Cummins,TM Head,6
149486,RR Pant,HV Patel,6
149490,Mohammed Shami,HV Patel,4
149491,Mohammed Shami,HV Patel,4
149495,A Mishra,P Negi,6
149500,Mohammed Shami,Avesh Khan,6
149503,Mohammed Shami,Avesh Khan,4
149517,MS Dhoni,KV Sharma,6
149528,AM Rahane,SL Malinga,4
149534,MK Tiwary,KH Pandya,4
149537,AM Rahane,KH Pandya,4
149561,PA Patel,Washington Sundar,6
149563,PA Patel,JD Unadkat,6
149572,PA Patel,LH Ferguson,6
149577,PA Patel,SN Thakur,4
149582,PA Patel,SN Thakur,4
149594,KA Pollard,LH Ferguson,4
149604,PA Patel,SN Thakur,4
149606,HH Pandya,SN Thakur,4
149608,HH Pandya,A Zampa,6
149638,KH Pandya,DT Christian,4
149651,MK Tiwary,JJ Bumrah,4
149657,MK Tiwary,MJ McClenaghan,4
149658,MK Tiwary,MJ McClenaghan,6
149661,MS Dhoni,MJ McClenaghan,6
149665,MS Dhoni,MJ McClenaghan,6
149667,MS Dhoni,JJ Bumrah,6
149669,MS Dhoni,JJ Bumrah,6
149686,AM Rahane,MJ McClenaghan,4
149687,AM Rahane,MJ McClenaghan,4
149699,AM Rahane,KV Sharma,4
149709,MK Tiwary,KV Sharma,6
149720,AM Rahane,HH Pandya,6
149724,MK Tiwary,HH Pandya,4
149747,JJ Bumrah,DT Christian,6
149754,MJ McClenaghan,JD Unadkat,6
149760,SL Malinga,SN Thakur,6
149762,KH Pandya,DT Christian,4
149769,DA Warner,PP Chawla,6
149775,KS Williamson,NM Coulter-Nile,4
149776,KS Williamson,NM Coulter-Nile,6
149785,DA Warner,SP Narine,6
149796,Yuvraj Singh,PP Chawla,4
149800,V Shankar,SP Narine,4
149805,DA Warner,UT Yadav,4
149812,DA Warner,TA Boult,4
149817,S Dhawan,UT Yadav,4
149840,KS Williamson,YK Pathan,4
149849,V Shankar,PP Chawla,6
149864,V Shankar,TA Boult,4
149866,NV Ojha,TA Boult,6
149886,Yuvraj Singh,PP Chawla,4
149894,G Gambhir,CJ Jordan,6
149905,G Gambhir,S Kaul,4
149906,G Gambhir,S Kaul,6
149920,CA Lynn,B Kumar,6
149923,G Gambhir,B Kumar,4
149930,G Gambhir,MG Johnson,4
149937,SP Narine,SL Malinga,6
149953,G Gambhir,KV Sharma,4
149965,PA Patel,UT Yadav,4
149966,PA Patel,UT Yadav,4
149993,KH Pandya,SP Narine,4
150001,RG Sharma,PP Chawla,4
150018,SA Yadav,KH Pandya,6
150024,IR Jaggi,MG Johnson,4
150030,SA Yadav,KH Pandya,4
150031,SA Yadav,KH Pandya,4
150036,IR Jaggi,SL Malinga,4
150041,IR Jaggi,SL Malinga,4
150058,NM Coulter-Nile,MG Johnson,6
150064,AS Rajpoot,JJ Bumrah,4
150078,PA Patel,UT Yadav,4
150096,KH Pandya,PP Chawla,4
150097,KH Pandya,PP Chawla,4
150100,RG Sharma,PP Chawla,6
150101,KH Pandya,SP Narine,4
150103,KH Pandya,SP Narine,4
150114,KA Pollard,AS Rajpoot,4
150120,KH Pandya,AS Rajpoot,4
150124,KH Pandya,UT Yadav,4
150126,KH Pandya,PP Chawla,4
150146,AM Rahane,MG Johnson,4
150150,AM Rahane,KH Pandya,4
150156,SPD Smith,MG Johnson,4
150196,RG Sharma,LH Ferguson,4
150198,RG Sharma,LH Ferguson,4
150200,RG Sharma,LH Ferguson,4
150201,RG Sharma,LH Ferguson,4
150203,AT Rayudu,A Zampa,4
150227,KH Pandya,Washington Sundar,4
150230,KA Pollard,A Zampa,6
150241,HH Pandya,A Zampa,6
150263,MS Dhoni,KH Pandya,4
150265,SPD Smith,KH Pandya,6
150277,SPD Smith,SL Malinga,4
150283,SPD Smith,JJ Bumrah,6
150285,MK Tiwary,MG Johnson,4
150295,AM Rahane,KH Pandya,4
150319,AM Rahane,KV Sharma,4
150324,AM Rahane,SL Malinga,4
150352,MG Johnson,DT Christian,6
150356,KH Pandya,DT Christian,4
150361,KH Pandya,JD Unadkat,6
150365,KH Pandya,DT Christian,4
150367,KH Pandya,DT Christian,6
150379,Ishan Kishan,RA Jadeja,4
150382,Ishan Kishan,RA Jadeja,4
150392,Ishan Kishan,Imran Tahir,4
150393,Ishan Kishan,Imran Tahir,6
150394,Ishan Kishan,Imran Tahir,4
150395,SA Yadav,Harbhajan Singh,4
150399,SA Yadav,DJ Bravo,4
150400,SA Yadav,DJ Bravo,4
150411,SA Yadav,DJ Bravo,4
150415,RG Sharma,DL Chahar,4
150433,RG Sharma,SR Watson,6
150438,SA Yadav,DL Chahar,4
150445,SA Yadav,SR Watson,4
150448,SA Yadav,SR Watson,6
150477,KM Jadhav,M Markande,6
150484,RA Jadeja,Mustafizur Rahman,4
150492,HH Pandya,MA Wood,4
150496,HH Pandya,MA Wood,4
150502,KH Pandya,Imran Tahir,4
150510,KH Pandya,MA Wood,6
150513,KH Pandya,MA Wood,4
150516,KH Pandya,MA Wood,4
150524,KH Pandya,MA Wood,4
150525,KH Pandya,MA Wood,4
150528,KH Pandya,MA Wood,6
150540,AT Rayudu,MJ McClenaghan,4
150541,SR Watson,Mustafizur Rahman,4
150546,AT Rayudu,Mustafizur Rahman,4
150555,SR Watson,HH Pandya,6
150558,AT Rayudu,HH Pandya,4
150560,AT Rayudu,MJ McClenaghan,4
150578,DJ Bravo,Mustafizur Rahman,4
150580,Harbhajan Singh,Mustafizur Rahman,4
150581,DJ Bravo,MJ McClenaghan,4
150588,DJ Bravo,JJ Bumrah,6
150603,DJ Bravo,MJ McClenaghan,6
150604,DJ Bravo,MJ McClenaghan,6
150606,DJ Bravo,MJ McClenaghan,4
150608,DJ Bravo,JJ Bumrah,6
150609,DJ Bravo,JJ Bumrah,6
150612,DJ Bravo,M Markande,6
150617,KM Jadhav,Mustafizur Rahman,6
150618,KM Jadhav,Mustafizur Rahman,4
150622,DJ Bravo,JJ Bumrah,6
150631,G Gambhir,AR Patel,4
150655,RR Pant,MM Sharma,4
150663,KL Rahul,TA Boult,6
150664,KL Rahul,TA Boult,4
150665,KL Rahul,TA Boult,4
150668,KL Rahul,Mohammed Shami,6
150669,KL Rahul,Mohammed Shami,4
150672,KL Rahul,A Mishra,4
150673,KL Rahul,A Mishra,6
150674,KL Rahul,A Mishra,6
150675,KL Rahul,A Mishra,4
150676,KL Rahul,A Mishra,4
150678,MA Agarwal,CH Morris,6
150681,Yuvraj Singh,CH Morris,4
150690,KK Nair,CH Morris,4
150693,Yuvraj Singh,CH Morris,4
150697,KK Nair,TA Boult,6
150710,KK Nair,Mohammed Shami,4
150711,KK Nair,Mohammed Shami,4
150712,KK Nair,Mohammed Shami,4
150720,KK Nair,A Mishra,4
150726,DA Miller,R Tewatia,4
150732,RR Pant,AJ Tye,4
150733,RR Pant,AJ Tye,6
150736,RR Pant,AJ Tye,4
150738,RR Pant,Mujeeb Ur Rahman,4
150742,R Tewatia,Mujeeb Ur Rahman,4
150760,CH Morris,MM Sharma,6
150774,DT Christian,AJ Tye,6
150778,CH Morris,MM Sharma,4
150799,G Gambhir,AR Patel,4
150800,G Gambhir,AR Patel,4
150801,G Gambhir,AR Patel,6
150806,G Gambhir,Mujeeb Ur Rahman,4
150814,G Gambhir,AJ Tye,4
150819,SS Iyer,AR Patel,6
150835,KK Nair,DT Christian,6
150844,MP Stoinis,R Tewatia,4
150861,MP Stoinis,TA Boult,4
150873,N Rana,UT Yadav,4
150896,KD Karthik,Washington Sundar,4
150898,R Vinay Kumar,K Khejroliya,4
150901,BB McCullum,R Vinay Kumar,6
150903,BB McCullum,R Vinay Kumar,4
150904,Q de Kock,PP Chawla,4
150920,BB McCullum,PP Chawla,4
150923,BB McCullum,Kuldeep Yadav,4
150934,BB McCullum,PP Chawla,6
150942,BB McCullum,MG Johnson,4
150944,BB McCullum,MG Johnson,4
150957,AB de Villiers,Kuldeep Yadav,6
150958,AB de Villiers,Kuldeep Yadav,6
150961,AB de Villiers,SP Narine,6
150963,V Kohli,SP Narine,4
150966,AB de Villiers,MG Johnson,4
150967,AB de Villiers,MG Johnson,6
150974,V Kohli,PP Chawla,6
150982,KD Karthik,YS Chahal,4
150983,KD Karthik,YS Chahal,4
150988,N Rana,Washington Sundar,6
150993,RK Singh,CR Woakes,4
151000,AD Russell,UT Yadav,4
151005,AD Russell,UT Yadav,4
151006,AD Russell,UT Yadav,6
151012,KD Karthik,CR Woakes,4
151019,BB McCullum,R Vinay Kumar,4
151020,SP Narine,YS Chahal,6
151028,CA Lynn,CR Woakes,4
151036,RV Uthappa,Washington Sundar,6
151038,SP Narine,CR Woakes,6
151039,SP Narine,CR Woakes,4
151040,SP Narine,CR Woakes,4
151042,SP Narine,CR Woakes,6
151045,SP Narine,Washington Sundar,4
151047,SP Narine,Washington Sundar,6
151048,SP Narine,Washington Sundar,6
151059,N Rana,K Khejroliya,6
151060,N Rana,K Khejroliya,4
151064,AB de Villiers,N Rana,6
151067,Mandeep Singh,N Rana,4
151082,Mandeep Singh,SP Narine,4
151085,Mandeep Singh,SP Narine,4
151090,CR Woakes,MG Johnson,4
151094,Mandeep Singh,R Vinay Kumar,6
151095,Mandeep Singh,R Vinay Kumar,4
151096,Mandeep Singh,R Vinay Kumar,6
151106,SP Narine,YS Chahal,4
151108,SV Samson,S Kaul,4
151132,RA Tripathi,Rashid Khan,4
151133,RA Tripathi,Rashid Khan,4
151145,DJM Short,B Kumar,4
151154,SV Samson,B Kumar,4
151156,SV Samson,B Kumar,4
151162,AM Rahane,Shakib Al Hasan,4
151167,AM Rahane,B Stanlake,4
151171,SV Samson,B Stanlake,4
151174,SV Samson,Shakib Al Hasan,4
151185,S Dhawan,S Gopal,4
151191,S Dhawan,BA Stokes,4
151192,S Dhawan,BA Stokes,4
151204,S Dhawan,BA Stokes,4
151206,S Dhawan,BA Stokes,4
151214,KS Williamson,S Gopal,4
151235,S Gopal,Rashid Khan,4
151243,S Gopal,B Kumar,4
151273,WP Saha,JD Unadkat,4
151278,S Dhawan,JD Unadkat,4
151281,S Dhawan,DS Kulkarni,4
151284,S Dhawan,DS Kulkarni,6
151289,KS Williamson,JD Unadkat,4
151291,KS Williamson,JD Unadkat,6
151294,S Dhawan,K Gowtham,4
151295,S Dhawan,K Gowtham,4
151302,S Dhawan,B Laughlin,4
151305,KS Williamson,B Laughlin,4
151326,S Dhawan,DS Kulkarni,4
151327,S Dhawan,DJM Short,4
151329,S Dhawan,B Laughlin,4
151339,AD Russell,SN Thakur,6
151340,AD Russell,SN Thakur,6
151342,AD Russell,DJ Bravo,6
151347,KD Karthik,Imran Tahir,4
151355,AD Russell,SR Watson,4
151367,AD Russell,SN Thakur,6
151371,SR Watson,R Vinay Kumar,4
151372,SR Watson,R Vinay Kumar,6
151373,SR Watson,R Vinay Kumar,4
151378,SR Watson,PP Chawla,6
151383,AT Rayudu,AD Russell,4
151386,AT Rayudu,PP Chawla,6
151388,AT Rayudu,PP Chawla,6
151389,AT Rayudu,PP Chawla,4
151395,AT Rayudu,AD Russell,4
151398,SR Watson,TK Curran,4
151399,SR Watson,TK Curran,6
151433,SK Raina,Kuldeep Yadav,6
151442,SW Billings,PP Chawla,4
151448,MS Dhoni,Kuldeep Yadav,4
151449,MS Dhoni,Kuldeep Yadav,6
151455,SW Billings,TK Curran,6
151458,SW Billings,TK Curran,6
151465,AD Russell,DJ Bravo,6
151467,AD Russell,DJ Bravo,6
151469,KD Karthik,DJ Bravo,6
151470,AD Russell,SR Watson,6
151477,AD Russell,DJ Bravo,6
151478,AD Russell,DJ Bravo,6
151479,AD Russell,DJ Bravo,6
151483,AD Russell,SN Thakur,6
151489,CA Lynn,DL Chahar,4
151493,SP Narine,DL Chahar,6
151494,SP Narine,DL Chahar,6
151501,CA Lynn,SR Watson,4
151503,RV Uthappa,SR Watson,4
151505,RV Uthappa,SR Watson,4
151516,CA Lynn,Imran Tahir,4
151518,RV Uthappa,Imran Tahir,6
151519,CA Lynn,RA Jadeja,4
151523,RV Uthappa,RA Jadeja,6
151524,RV Uthappa,RA Jadeja,6
151529,N Rana,Harbhajan Singh,4
151534,N Rana,SN Thakur,4
151541,KD Karthik,SR Watson,4
151552,SW Billings,PP Chawla,4
151556,SW Billings,AD Russell,6
151557,SW Billings,AD Russell,6
151562,SW Billings,TK Curran,6
151566,DJ Bravo,R Vinay Kumar,6
151572,RA Jadeja,R Vinay Kumar,6
151600,JC Buttler,R Tewatia,4
151604,AM Rahane,Mohammed Shami,4
151605,AM Rahane,Mohammed Shami,4
151619,DJM Short,S Nadeem,4
151627,BA Stokes,TA Boult,4
151634,BA Stokes,CH Morris,6
151639,SV Samson,TA Boult,4
151640,SV Samson,TA Boult,6
151642,AM Rahane,TA Boult,4
151649,AM Rahane,Mohammed Shami,4
151661,SV Samson,S Nadeem,6
151662,SV Samson,S Nadeem,4
151669,AM Rahane,R Tewatia,4
151670,RA Tripathi,CH Morris,6
151672,JC Buttler,CH Morris,6
151674,JC Buttler,CH Morris,4
151676,JC Buttler,Mohammed Shami,6
151684,RR Pant,K Gowtham,4
151686,RR Pant,K Gowtham,4
151698,GJ Maxwell,JD Unadkat,4
151699,GJ Maxwell,JD Unadkat,6
151700,GJ Maxwell,JD Unadkat,4
151710,RR Pant,JD Unadkat,4
151717,CH Morris,B Laughlin,4
151718,CH Morris,B Laughlin,6
151722,CH Morris,JD Unadkat,4
151728,KH Pandya,Shakib Al Hasan,4
151729,KH Pandya,Shakib Al Hasan,4
151742,KA Pollard,Rashid Khan,4
151746,SA Yadav,B Stanlake,4
151750,E Lewis,S Kaul,4
151759,M Markande,S Kaul,4
151761,S Dhawan,PJ Sangwan,4
151770,S Dhawan,JJ Bumrah,4
151772,S Dhawan,PJ Sangwan,4
151774,WP Saha,PJ Sangwan,4
151776,WP Saha,PJ Sangwan,4
151781,WP Saha,BCJ Cutting,4
151790,S Dhawan,JJ Bumrah,4
151794,S Dhawan,JJ Bumrah,4
151795,S Dhawan,JJ Bumrah,4
151797,S Dhawan,M Markande,4
151803,S Dhawan,Mustafizur Rahman,4
151806,KS Williamson,Mustafizur Rahman,4
151813,MK Pandey,M Markande,4
151825,DJ Hooda,M Markande,4
151830,KA Pollard,S Kaul,4
151839,KA Pollard,Shakib Al Hasan,6
151843,KA Pollard,B Stanlake,6
151845,KA Pollard,B Stanlake,4
151850,SA Yadav,Shakib Al Hasan,6
151860,SA Yadav,S Kaul,4
151862,BCJ Cutting,Rashid Khan,4
151887,RG Sharma,B Stanlake,6
151890,RG Sharma,B Stanlake,4
151892,E Lewis,Sandeep Sharma,6
151896,Ishan Kishan,Sandeep Sharma,4
151897,Ishan Kishan,Sandeep Sharma,4
151898,E Lewis,B Stanlake,4
151901,E Lewis,B Stanlake,4
151903,E Lewis,B Stanlake,6
151923,YK Pathan,BCJ Cutting,4
151944,YK Pathan,BCJ Cutting,4
151951,Shakib Al Hasan,Mustafizur Rahman,4
151957,DJ Hooda,BCJ Cutting,6
151963,B Stanlake,BCJ Cutting,4
151977,Q de Kock,MM Sharma,4
151980,AB de Villiers,MM Sharma,4
151983,Q de Kock,AR Patel,4
151989,Q de Kock,R Ashwin,6
151991,Q de Kock,R Ashwin,4
151997,Q de Kock,Mujeeb Ur Rahman,4
152002,AB de Villiers,MM Sharma,6
152006,KL Rahul,CR Woakes,6
152007,KL Rahul,CR Woakes,6
152009,KL Rahul,CR Woakes,4
152010,MA Agarwal,UT Yadav,4
152013,MA Agarwal,UT Yadav,4
152017,MA Agarwal,K Khejroliya,4
152026,Yuvraj Singh,UT Yadav,4
152028,KL Rahul,K Khejroliya,6
152031,KK Nair,K Khejroliya,4
152044,KL Rahul,YS Chahal,6
152048,KK Nair,CR Woakes,4
152058,KL Rahul,YS Chahal,4
152069,KK Nair,YS Chahal,4
152090,AB de Villiers,MM Sharma,4
152100,Mandeep Singh,Mujeeb Ur Rahman,4
152102,AB de Villiers,Mujeeb Ur Rahman,6
152103,AB de Villiers,Mujeeb Ur Rahman,6
152105,AB de Villiers,MM Sharma,6
152116,Washington Sundar,MM Sharma,4
152118,Washington Sundar,MM Sharma,4
152125,V Kohli,AR Patel,4
152128,Q de Kock,AR Patel,4
152129,V Kohli,R Ashwin,4
152133,Q de Kock,R Ashwin,4
152141,V Kohli,AJ Tye,4
152145,V Kohli,AJ Tye,4
152154,Q de Kock,R Ashwin,4
152166,MP Stoinis,Washington Sundar,6
152170,R Ashwin,K Khejroliya,4
152173,R Ashwin,K Khejroliya,4
152190,R Ashwin,CR Woakes,4
152198,R Ashwin,YS Chahal,6
152212,E Lewis,R Tewatia,6
152229,RG Sharma,GJ Maxwell,4
152242,SA Yadav,TA Boult,4
152244,E Lewis,TA Boult,4
152246,SA Yadav,S Nadeem,4
152253,SA Yadav,TA Boult,4
152255,SA Yadav,TA Boult,4
152257,E Lewis,TA Boult,6
152260,SA Yadav,S Nadeem,4
152262,E Lewis,S Nadeem,6
152266,SA Yadav,Mohammed Shami,6
152267,SA Yadav,Mohammed Shami,4
152271,SA Yadav,Mohammed Shami,4
152272,E Lewis,DT Christian,4
152273,E Lewis,DT Christian,4
152275,E Lewis,DT Christian,4
152277,E Lewis,DT Christian,6
152284,RR Pant,M Markande,4
152285,RR Pant,M Markande,4
152293,RR Pant,M Markande,4
152295,JJ Roy,M Markande,6
152297,RR Pant,M Markande,4
152299,RR Pant,A Dananjaya,6
152300,RR Pant,A Dananjaya,4
152303,RR Pant,A Dananjaya,6
152307,JJ Roy,JJ Bumrah,4
152311,RR Pant,KH Pandya,4
152314,Ishan Kishan,GJ Maxwell,4
152320,Ishan Kishan,R Tewatia,4
152321,Ishan Kishan,R Tewatia,6
152322,Ishan Kishan,R Tewatia,6
152328,RG Sharma,DT Christian,4
152329,Ishan Kishan,Mohammed Shami,4
152332,Ishan Kishan,Mohammed Shami,4
152336,Ishan Kishan,DT Christian,4
152342,KH Pandya,Mohammed Shami,4
152368,JJ Roy,HH Pandya,4
152371,G Gambhir,HH Pandya,4
152373,JJ Roy,A Dananjaya,6
152375,JJ Roy,A Dananjaya,4
152390,G Gambhir,HH Pandya,4
152392,JJ Roy,HH Pandya,6
152393,JJ Roy,HH Pandya,6
152394,JJ Roy,HH Pandya,4
152402,GJ Maxwell,M Markande,4
152403,GJ Maxwell,M Markande,6
152415,SS Iyer,A Dananjaya,6
152418,JJ Roy,KH Pandya,6
152420,SS Iyer,KH Pandya,4
152424,JJ Roy,JJ Bumrah,4
152426,SS Iyer,JJ Bumrah,4
152441,JJ Roy,Mustafizur Rahman,4
152442,JJ Roy,Mustafizur Rahman,6
152448,SS Iyer,Mustafizur Rahman,4
152468,SP Narine,Shakib Al Hasan,4
152474,CA Lynn,S Kaul,6
152476,CA Lynn,S Kaul,4
152480,N Rana,Rashid Khan,4
152494,WP Saha,MG Johnson,4
152497,WP Saha,AD Russell,4
152500,S Dhawan,AD Russell,4
152504,WP Saha,MG Johnson,4
152506,WP Saha,MG Johnson,4
152507,WP Saha,MG Johnson,4
152517,KS Williamson,PP Chawla,4
152518,KS Williamson,PP Chawla,4
152553,KS Williamson,Kuldeep Yadav,4
152554,KS Williamson,Kuldeep Yadav,4
152565,AD Russell,B Stanlake,6
152572,KD Karthik,S Kaul,4
152592,KD Karthik,Rashid Khan,4
152596,KD Karthik,B Kumar,6
152616,CA Lynn,B Stanlake,4
152617,CA Lynn,B Stanlake,4
152621,CA Lynn,B Kumar,4
152624,N Rana,B Kumar,4
152633,CA Lynn,S Kaul,4
152634,CA Lynn,S Kaul,4
152637,CA Lynn,S Kaul,4
152641,N Rana,Rashid Khan,6
152643,Shakib Al Hasan,AD Russell,4
152644,Shakib Al Hasan,AD Russell,4
152645,Shakib Al Hasan,AD Russell,6
152660,KS Williamson,Shivam Mavi,6
152685,YK Pathan,AD Russell,4
152688,YK Pathan,AD Russell,6
152693,YK Pathan,MG Johnson,4
152694,V Kohli,S Gopal,4
152707,V Kohli,DJM Short,6
152709,AB de Villiers,B Laughlin,6
152717,V Kohli,S Gopal,6
152724,V Kohli,BA Stokes,4
152729,Mandeep Singh,B Laughlin,4
152730,Mandeep Singh,B Laughlin,4
152737,AM Rahane,CR Woakes,4
152745,AM Rahane,Washington Sundar,4
152746,AM Rahane,Washington Sundar,6
152751,AM Rahane,UT Yadav,4
152754,AM Rahane,UT Yadav,4
152757,AM Rahane,YS Chahal,4
152760,DJM Short,YS Chahal,4
152763,AM Rahane,CR Woakes,4
152777,SV Samson,K Khejroliya,6
152791,BA Stokes,UT Yadav,4
152792,SV Samson,Washington Sundar,6
152802,AB de Villiers,JD Unadkat,4
152810,Mandeep Singh,K Gowtham,6
152818,Mandeep Singh,B Laughlin,4
152830,Washington Sundar,JD Unadkat,6
152832,Mandeep Singh,JD Unadkat,4
152833,Mandeep Singh,JD Unadkat,4
152839,Washington Sundar,B Laughlin,6
152842,Washington Sundar,BA Stokes,4
152843,Washington Sundar,BA Stokes,6
152849,Mandeep Singh,B Laughlin,4
152854,SV Samson,UT Yadav,6
152855,SV Samson,UT Yadav,6
152857,BB McCullum,K Gowtham,4
152863,V Kohli,DS Kulkarni,4
152865,V Kohli,DS Kulkarni,4
152866,V Kohli,DS Kulkarni,4
152870,V Kohli,K Gowtham,4
152874,Q de Kock,K Gowtham,4
152877,Q de Kock,JD Unadkat,4
152884,Q de Kock,K Gowtham,4
152885,Q de Kock,K Gowtham,4
152887,V Kohli,BA Stokes,4
152894,SV Samson,P Negi,6
152897,JC Buttler,P Negi,4
152907,SV Samson,UT Yadav,6
152914,SV Samson,CR Woakes,6
152918,JC Buttler,CR Woakes,6
152920,BA Stokes,K Khejroliya,4
152921,BA Stokes,K Khejroliya,6
152928,JC Buttler,YS Chahal,4
152929,SV Samson,CR Woakes,4
152930,SV Samson,CR Woakes,4
152932,RA Tripathi,UT Yadav,6
152933,RA Tripathi,UT Yadav,4
152937,SV Samson,K Khejroliya,6
152938,SV Samson,K Khejroliya,6
152942,SV Samson,CR Woakes,6
152949,CH Gayle,Imran Tahir,6
152964,MA Agarwal,Harbhajan Singh,6
152965,MA Agarwal,Harbhajan Singh,4
152969,CH Gayle,DL Chahar,6
152971,KL Rahul,Imran Tahir,4
152974,CH Gayle,Imran Tahir,4
152976,KL Rahul,DL Chahar,4
152980,KL Rahul,DL Chahar,4
152981,CH Gayle,Harbhajan Singh,4
